ra,dec,name,hd,vmag,bv,hex 
98.407917,-1.220278,,46487,5.1,-0.14,#bccdff
100.134167,71.748889,,46509,5.92,1.19,#ffdfb8
98.1625,-32.030556,,46547,5.69,-0.17,#b7c9ff
98.800417,28.022222,49 Aur,46553,5.27,-0.03,#ccd8ff
98.08875,-37.696667,,46568,5.24,1,#ffe5c6
97.82625,-51.826111,,46569,5.6,0.54,#fff5f0
101.55875,79.564722,,46588,5.45,0.5,#fff7f5
99.410417,56.8575,11 Lyn,46590,5.85,null,#ffffff
98.360833,-20.923889,,46602,6.4,0.83,#ffe9d3
98.693333,7.5725,14 Mon,46642,6.45,-0.02,#ccd8ff
99.137083,38.445278,,46687,5.29,2.61,#fff9ff
98.823333,9.988333,,46709,5.88,1.51,#ffd4a0
98.292917,-38.625278,,46727,6.44,1,#ffe5c6
97.5125,-65.568333,,46730,6.29,0.33,#f6f4ff
98.815833,0.89,,46769,5.8,0,#ffffff
97.794167,-61.879722,,46792,6.15,-0.15,#bbccff
98.45625,-36.232222,,46815,5.42,1.44,#ffd6a5
97.993333,-58.754167,Mu Pic,46860,5.7,-0.06,#cad6ff
99,4.4975,,46885,6.55,-0.06,#cad6ff
98.764167,-22.964722,5Xi 2CMa,46933,4.54,-0.05,#ccd8ff
98.647083,-32.716389,,46936,5.62,-0.08,#c7d4ff
98.35875,-52.328889,,47001,6.19,1.09,#ffe2bf
99.363333,24.590833,,47020,6.44,0.1,#dfe5ff
99.147083,-5.211111,,47054,5.52,-0.08,#c7d4ff
99.664583,39.390833,51 Aur,47070,5.69,1.35,#ffdaad
99.705,39.9025,52Psi3Aur,47100,5.2,-0.07,#c8d5ff
99.427917,16.399167,24Gam Gem,47105,1.93,0,#ffffff
99.350417,6.135278,,47129,6.06,0.05,#dae2ff
99.095,-18.66,6Nu 1CMa,47138,5.7,0.85,#ffe9d2
98.850417,-36.78,,47144,5.59,-0.14,#bccdff
99.595833,28.984167,53 Aur,47152,5.79,0,#ffffff
99.40375,10.853056,,47156,6.38,null,#ffffff
99.832917,42.488889,50Psi2Aur,47174,4.79,1.23,#ffddb5
99.194583,-13.320833,,47182,5.97,1.56,#ffd19a
99.170833,-19.255833,7Nu 2CMa,47205,3.95,1.06,#ffe2c2
99.417917,2.704167,,47220,6.17,1.08,#ffe2c0
98.975,-36.088889,,47230,6.35,0.48,#fff7f7
99.469583,4.957222,,47240,6.15,0.14,#e3e8ff
99.170417,-22.615,,47247,6.35,-0.11,#c2d0ff
99.991667,44.013889,,47270,6.41,null,#ffffff
98.744167,-52.975556,,47306,4.39,-0.02,#ccd8ff
99.772083,22.030833,,47358,6.04,1.03,#ffe3c4
99.420417,-12.985,,47366,6.12,1,#ffe5c6
99.887917,28.263056,54 Aur,47395,6.03,-0.08,#c7d4ff
99.880833,24.6,,47415,6.38,0.53,#fff5f1
99.585417,-2.543611,,47420,6.14,1.48,#ffd5a2
99.70625,4.700556,,47431,6.57,-0.07,#c8d5ff
99.65875,1.613611,,47432,6.21,0.15,#e4e9ff
99.4725,-18.2375,8Nu 3CMa,47442,4.43,1.15,#ffe0bb
99.257917,-38.146667,,47463,6.04,1.03,#ffe3c4
99.21375,-41.556944,,47475,6.34,1.15,#ffe0bb
99.3075,-36.990556,,47500,5.71,-0.12,#c0cfff
99.448333,-32.339722,,47536,5.27,1.18,#ffdfb9
99.6475,-16.873611,,47561,6.03,0.03,#d9e1ff
99.948333,12.983056,,47575,5.97,0.06,#dbe2ff
99.819583,-14.145833,,47667,4.82,1.5,#ffd5a1
99.440417,-43.196111,Nu Pup,47670,3.17,-0.11,#c2d0ff
100.407083,35.931944,,47703,6.46,0.49,#fff7f6
100.3375,28.196389,25 Gem,47731,6.42,1.09,#ffe2bf
100.1325,6.371667,,47756,6.51,-0.14,#bccdff
99.90125,-23.695556,,47827,6.05,-0.03,#ccd8ff
100.244583,9.895556,15 Mon,47839,4.66,-0.25,#aabfff
100.340833,16.3975,,47863,6.28,-0.01,#ccd8ff
100.321667,11.003333,,47886,6.11,1.68,#ffc989
100.770833,44.524444,55Psi4Aur,47914,5.02,1.48,#ffd5a2
99.927917,-30.470278,,47946,5.71,1.14,#ffe0bb
100.2725,0.495278,,47964,5.79,-0.1,#c4d2ff
99.656667,-48.220278,,47973,4.93,0.87,#ffe8d0
101.048333,53.296389,,47979,6.27,1.08,#ffe2c0
100.8075,37.146944,,48073,6.19,1.03,#ffe3c4
99.987083,-38.158889,,48087,6.58,1.18,#ffdfb9
100.60125,17.645278,26 Gem,48097,5.21,0.06,#dbe2ff
100.497083,6.345,,48099,6.37,-0.05,#ccd8ff
99.5025,-61.533056,,48189,6.18,0.62,#fff2e8
100.485,-9.167222,,48217,5.19,1.53,#ffd39e
101.55875,59.441667,12 Lyn,48250,4.87,0.08,#dde3ff
101.0525,36.109722,,48272,6.31,0.06,#dbe2ff
100.982917,25.131111,27Eps Gem,48329,2.98,1.4,#ffd8a9
100.777083,3.033333,,48348,6.19,1.37,#ffd9ab
100.30875,-40.349722,,48383,6.12,-0.14,#bccdff
100.205417,-47.674722,,48403,6.65,1.58,#ffd098
101.70625,57.169167,13 Lyn,48432,5.35,0.96,#ffe5c9
100.997083,13.227778,30 Gem,48433,4.49,1.16,#ffdfba
100.91125,3.932222,,48434,5.9,-0.02,#ccd8ff
101.189583,28.970833,28 Gem,48450,5.44,1.45,#ffd6a5
100.690833,-22.449167,,48501,6.13,0.34,#f7f5ff
100.568333,-38.398611,,48543,6.29,0.34,#f7f5ff
101.684583,43.5775,56Psi5Aur,48682,5.25,0.56,#fff4ee
101.3225,12.895556,31Xi Gem,48737,3.36,0.43,#fef9fc
102.05375,55.704444,,48767,6.33,null,#ffffff
102.05125,55.704444,,48766,6.28,0.47,#fff8f8
101.915,48.789444,57Psi6Aur,48781,5.22,1.12,#ffe1bd
100.847083,-39.193333,,48797,6.3,0.26,#efefff
101.475833,12.693611,32 Gem,48843,6.46,null,#ffffff
102.737917,67.571944,42 Cam,48879,5.14,-0.17,#b7c9ff
101.287083,-16.716111,9Alp CMa,48915,-1.46,0,#ffffff
101.118333,-31.070556,10 CMa,48917,5.2,-0.12,#c0cfff
101.21625,-27.341389,,48938,6.45,0.54,#fff5f0
101.635,8.587222,16 Mon,48977,5.93,-0.17,#b7c9ff
101.347083,-23.461944,,49001,6.05,1.2,#ffdfb8
101.26,-30.586111,,49028,6.54,-0.11,#c2d0ff
101.497083,-14.796111,,49048,5.32,0.07,#dce3ff
101.847917,18.193333,,49059,6.2,0.07,#dce3ff
101.345,-31.793611,,49095,5.92,0.48,#fff7f7
101.380417,-30.948889,,49131,5.8,-0.19,#b3c6ff
101.6625,-10.107222,,49147,5.66,-0.05,#ccd8ff
101.8325,8.037222,17 Mon,49161,4.77,1.4,#ffd8a9
101.712917,-14.425833,11 CMa,49229,5.29,-0.04,#ccd8ff
100.240833,-71.775556,,49268,6.51,1.11,#ffe1be
101.965,2.412222,18 Mon,49293,4.47,1.11,#ffe1be
101.51375,-39.54,,49319,6.62,-0.13,#beceff
101.904583,-8.998333,,49331,5.07,1.8,#ffb765
101.75625,-21.015556,12 CMa,49333,6.08,-0.19,#b3c6ff
101.550417,-37.775556,,49336,6.21,-0.13,#beceff
103.425833,68.888333,43 Cam,49340,5.12,-0.13,#beceff
102.422083,32.606667,,49380,5.71,1.29,#ffdbb0
101.35875,-52.201111,,49396,6.57,1.08,#ffe2c0
102.079167,-1.319167,,49434,5.75,0.28,#f1f0ff
101.47375,-52.41,,49517,5.8,1.53,#ffd39e
102.69125,41.781389,58Psi7Aur,49520,5.02,1.27,#ffdcb2
102.265417,1.001944,,49567,6.15,-0.13,#beceff
101.839167,-37.929722,,49591,5.26,-0.08,#c7d4ff
102.4575,16.202778,33 Gem,49606,5.85,-0.13,#beceff
103.27125,59.448611,14 Lyn,49618,5.33,0.65,#fff1e5
102.318333,-2.271944,,49643,5.74,-0.1,#c4d2ff
102.240833,-15.144722,,49662,5.39,-0.1,#c4d2ff
101.72,-51.265833,,49689,5.4,1.34,#ffdaad
101.672917,-54.694722,,49705,6.46,0.86,#ffe8d1
102.60625,13.413333,35 Gem,49738,5.65,1.34,#ffdaad
101.827917,-55.54,,49877,5.61,1.52,#ffd39f
105.016667,76.9775,,49878,4.55,1.36,#ffd9ac
102.433333,-24.075833,,49891,6.33,0.04,#d9e1ff
102.8875,21.761111,36 Gem,49908,5.27,-0.02,#ccd8ff
102.707917,-0.540833,,49933,5.77,0.39,#fcf8ff
100.903333,-73.118056,,49947,6.37,0.96,#ffe5c9
103.281667,44.839444,,49949,6.26,0.21,#eaecff
103,23.601667,,49968,5.65,1.45,#ffd6a5
102.67625,-8.041111,,49976,6.29,0,#ffffff
102.59125,-17.083889,,49980,5.79,1.44,#ffd6a5
101.23375,-70.433889,,50002,6.11,1.33,#ffdaae
102.460417,-32.508611,13Kap CMa,50013,3.96,-0.23,#adc1ff
103.25625,38.869167,59 Aur,50018,6.12,0.37,#faf7ff
103.197083,33.961111,34The Gem,50019,3.6,0.1,#dfe5ff
103.305833,38.438056,60 Aur,50037,6.3,0.49,#fff7f6
103.264167,35.788611,,50056,6.01,1.45,#ffd6a5
102.91375,3.041667,,50062,6.38,0.04,#d9e1ff
102.65375,-25.778056,,50093,6.33,-0.18,#b5c7ff
102.597083,-31.706111,,50123,5.7,0.14,#e3e8ff
102.490833,-45.45,,50196,6.55,1.51,#ffd4a0
103.4875,38.505,61Psi8Aur,50204,6.48,-0.05,#ccd8ff
102.4775,-46.614722,,50223,5.14,0.45,#fff9fb
102.718333,-34.367222,,50235,4.99,1.38,#ffd8aa
102.0475,-61.941389,Alp Pic,50241,3.27,0.21,#eaecff
103.205833,8.380278,,50277,5.77,0.26,#efefff
103.095417,-5.316111,,50282,6.3,0.99,#ffe5c6
102.484167,-50.614722,Tau Pup,50310,2.93,1.2,#ffdfb8
102.46375,-53.622222,,50337,4.4,0.92,#ffe7cc
103.34375,10.996389,,50371,6.24,0.97,#ffe5c8
103.813333,45.826389,,50384,6.34,0.94,#ffe6ca
103.81125,43.91,,50420,6.13,0.32,#f5f3ff
102.92625,-36.230278,,50445,5.96,0.18,#e7eaff
100.01125,-80.813611,Zet Men,50506,5.64,0.2,#e9ecff
104.31875,58.4225,15 Lyn,50522,4.35,0.85,#ffe9d2
104.305,57.563333,,50551,6.05,1.49,#ffd5a1
102.504583,-60.249167,,50571,6.11,0.46,#fff8f9
102.886667,-48.2925,,50621,6.42,1.21,#ffdeb7
103.66125,13.177778,38 Gem,50635,4.65,0.3,#f3f2ff
103.328333,-19.032778,,50644,5.64,0.28,#f1f0ff
103.340417,-18.933333,,50643,6.14,0.15,#e4e9ff
103.250417,-26.9575,,50648,6.4,1.53,#ffd39e
104.134583,46.274167,Psi9Aur,50658,5.87,-0.06,#cad6ff
103.8275,25.375556,37 Gem,50692,5.73,0.57,#fff4ed
103.535417,-5.8525,,50700,6.41,0.17,#e6eaff
103.387083,-20.224167,15 CMa,50707,4.83,-0.21,#b0c3ff
103.6025,-1.126944,,50747,5.45,0.18,#e7eaff
104.233333,46.705,,50763,5.86,1.08,#ffe2c0
103.5475,-12.038611,14The CMa,50778,4.07,1.43,#ffd6a6
103.165417,-42.504444,,50785,6.52,0.42,#fef9fd
103.39125,-28.539722,,50806,6.04,0.71,#ffeedf
103.675417,-1.756389,,50820,6.21,0.56,#fff4ee
103.480417,-24.539167,,50853,6.21,0.01,#d9e1ff
103.19625,-43.975833,,50860,6.46,-0.1,#c4d2ff
103.532917,-24.183889,16Omi1CMa,50877,3.87,1.73,#ffc37d
105.339583,70.808056,,50885,5.68,1.33,#ffdaae
103.745,-2.803611,,50890,6.04,1.1,#ffe2bf
103.554167,-23.928333,,50896,6.91,-0.28,#a5bbff
103.894167,8.324722,,50931,6.29,0.04,#d9e1ff
104.404583,45.094167,16 Lyn,50973,4.9,0.03,#d9e1ff
104.252083,33.681111,,51000,5.89,0.88,#ffe8cf
103.195417,-54.09,,51043,6.57,1.08,#ffe2c0
103.76125,-20.404722,17 CMa,51055,5.74,0.08,#dde3ff
104.1075,9.956389,,51104,5.92,-0.08,#c7d4ff
103.905833,-20.136389,19Pi CMa,51199,4.68,0.37,#faf7ff
103.61125,-42.365556,,51208,6.32,2.24,#fff9ff
103.189167,-59.341111,,51210,6.41,0.18,#e7eaff
104.0275,-14.043611,18Mu CMa,51250,5,1.18,#ffdfb9
103.509583,-50.611667,,51266,6.26,0.99,#ffe5c6
103.945,-22.941389,,51283,5.3,-0.18,#b5c7ff
104.034167,-17.054167,20Iot CMa,51309,4.37,-0.07,#c8d5ff
104.357083,11.9075,,51330,6.27,0.34,#f7f5ff
103.978333,-31.79,,51411,6.36,null,#ffffff
104.250417,-8.178889,,51424,6.34,0.64,#fff1e6
104.761667,38.052222,62 Aur,51440,6,1.23,#ffddb5
104.6975,26.081111,39 Gem,51530,6.1,0.46,#fff8f9
102.8625,-70.963333,Iot Vol,51557,5.4,-0.11,#c2d0ff
104.311667,-22.203333,,51630,6.61,-0.19,#b3c6ff
104.190417,-35.341667,,51682,6.29,1.29,#ffdbb0
104.86625,25.914167,40 Gem,51688,6.4,-0.11,#c2d0ff
104.6625,7.621944,,51693,6.27,0.11,#e0e5ff
104.39125,-24.630556,,51733,5.46,0.36,#f9f6ff
104.066667,-48.721111,,51799,4.95,1.69,#ffc887
115.127083,87.02,,51802,5.07,1.63,#ffcd91
104.7375,3.602222,,51814,5.97,1.06,#ffe2c2
104.426667,-27.5375,,51823,6.23,-0.14,#bccdff
104.323333,-35.5075,,51825,6.23,0.46,#fff8f9
104.83375,7.316944,,51892,6.35,-0.11,#c2d0ff
104.531667,-27.164722,,51925,6.37,-0.19,#b3c6ff
105.065833,16.078889,41 Gem,52005,5.68,1.66,#ffcb8d
104.649583,-25.413889,,52018,5.59,-0.16,#b9caff
106.465833,70.731944,,52030,6.5,null,#ffffff
104.65625,-28.972222,21Eps CMa,52089,1.5,-0.21,#b0c3ff
104.604583,-34.111667,,52092,5.06,-0.16,#b9caff
105.321667,32.414444,,52100,6.59,0.27,#f0f0ff
104.6825,-30.997778,,52140,6.42,-0.14,#bccdff
105.075,-5.366944,,52265,6.3,0.57,#fff4ed
104.91375,-21.603333,,52273,6.26,-0.15,#bbccff
105.09875,-8.406944,,52312,5.96,-0.08,#c7d4ff
105.03375,-20.158889,,52348,6.31,-0.15,#bbccff
104.674167,-45.768056,,52362,6.22,0,#ffffff
105.16375,-9.203056,,52382,6.49,0.21,#eaecff
105.080417,-22.119444,,52437,6.53,-0.17,#b7c9ff
105.4225,4.818056,,52479,6.63,0.06,#dbe2ff
105.603333,24.215278,42Ome Gem,52497,5.18,0.94,#ffe6ca
105.60625,17.755556,,52554,5.94,1.63,#ffcd91
105.5725,15.336111,,52556,5.74,null,#ffffff
105.479167,5.5575,,52559,6.59,-0.02,#ccd8ff
104.665,-55.729444,,52603,6.27,1.16,#ffdfba
105.639583,16.674167,,52609,5.82,1.68,#ffc989
105.470417,-1.345556,,52611,6.17,1.28,#ffdbb1
105.1775,-28.489444,,52619,6.27,0.45,#fff9fb
104.650833,-56.394722,,52622,6.45,0.39,#fcf8ff
105.485,-5.722222,,52666,5.2,1.68,#ffc989
105.274583,-25.215278,,52670,5.63,-0.17,#b7c9ff
105.2075,-33.465278,,52703,6.4,1.05,#ffe3c3
106.505417,59.801944,,52708,6.44,null,#ffffff
105.876667,29.337222,,52711,5.93,0.6,#fff3ea
106.415833,52.758056,,52859,6.12,0.11,#e0e5ff
106.2875,47.775,,52860,6.38,-0.04,#ccd8ff
105.429583,-27.934722,22Sig CMa,52877,3.47,1.73,#ffc37d
105.824583,9.138333,,52913,5.97,0.12,#e1e6ff
105.728333,-4.239167,19 Mon,52918,4.99,-0.2,#b2c5ff
105.908333,10.951667,,52960,5.13,1.39,#ffd8a9
106.027083,20.570278,43Zet Gem,52973,3.79,0.79,#ffebd7
105.965,12.594444,,52976,5.98,1.58,#ffd098
105.214583,-51.4025,,53047,5.14,1.61,#ffcf94
105.75625,-23.833333,24Omi2CMa,53138,3.02,-0.08,#c7d4ff
106.084167,1.488333,,53205,6.57,0.01,#d9e1ff
106.021667,-5.323611,,53208,5.62,1.29,#ffdbb0
105.98875,-10.124167,,53240,6.45,-0.08,#c7d4ff
105.939583,-15.633333,23Gam CMa,53244,4.12,-0.12,#c0cfff
105.565,-43.404167,,53253,6.43,-0.04,#ccd8ff
106.326667,22.637222,44 Gem,53257,6.02,-0.03,#ccd8ff
106.548333,34.473889,,53329,5.55,0.91,#ffe7cd
105.27125,-58.94,,53349,6.02,0.3,#f3f2ff
104.960417,-67.916111,,53501,5.17,1.4,#ffd8a9
106.412917,9.185833,,53510,5.78,1.52,#ffd39f
106.19625,-22.032222,,53629,6.09,1.22,#ffdeb6
106.842917,34.009444,,53686,5.91,1.51,#ffd4a0
106.011667,-42.337222,,53704,5.2,0.2,#e9ecff
105.98875,-43.608056,,53705,5.54,0.64,#fff1e6
105.995,-43.611667,,53706,6.79,0.8,#ffebd6
106.854167,28.177222,,53744,6.48,-0.09,#c5d3ff
106.457083,-10.661111,,53755,6.49,-0.05,#ccd8ff
105.97375,-49.583889,,53811,4.93,0.13,#e2e7ff
107.055417,33.832222,,53899,6.28,1.34,#ffdaad
105.815,-59.178056,,53921,5.5,-0.11,#c2d0ff
107.15125,37.445,,53925,6.16,1.21,#ffdeb7
106.776667,4.910278,,53929,6.11,-0.13,#beceff
106.383333,-34.777778,,53952,6.14,0.37,#faf7ff
106.669583,-11.294167,,53974,5.39,0.05,#dae2ff
106.649583,-12.393889,,53975,6.48,-0.1,#c4d2ff
106.5025,-30.655556,,54031,6.34,-0.16,#b9caff
108.492083,71.816667,,54070,6.35,1.12,#ffe1bd
106.95625,7.471111,,54079,5.75,1.18,#ffdfb9
106.07625,-56.749722,,54118,5.17,-0.04,#ccd8ff
107.091667,15.930833,45 Gem,54131,5.44,1.03,#ffe3c4
106.509583,-38.382778,,54153,6.11,0.7,#ffefe0
106.717917,-24.960556,,54173,6.08,1.34,#ffdaad
106.31875,-50.360278,,54179,6.46,null,#ffffff
106.750417,-26.657778,,54224,6.62,-0.17,#b7c9ff
104.143333,-79.420278,The Men,54239,5.45,0.05,#dae2ff
106.844167,-23.840278,,54309,5.71,-0.1,#c4d2ff
106.779583,-40.893333,,54475,5.79,-0.17,#b7c9ff
107.527917,21.246944,,54563,6.43,0.89,#ffe8ce
107.097917,-26.393333,25Del CMa,54605,1.84,0.68,#ffefe2
107.334583,-10.347222,,54662,6.21,0.03,#d9e1ff
107.205417,-24.044167,,54669,6.65,-0.19,#b3c6ff
107.91375,39.320556,63 Aur,54716,4.9,1.45,#ffd6a5
107.785,30.245278,46Tau Gem,54719,4.41,1.26,#ffdcb3
106.805417,-51.967778,,54732,5.96,1,#ffe5c6
107.388333,-16.234722,,54764,6.03,0.06,#dbe2ff
107.84625,26.856667,47 Gem,54801,5.78,0.1,#dfe5ff
107.557083,-4.237222,20 Mon,54810,4.92,1.03,#ffe3c4
107.212917,-39.655833,,54893,4.83,-0.18,#b5c7ff
108.3475,51.428889,,54895,5.47,1.67,#ffca8b
107.42875,-25.231111,,54912,5.69,-0.16,#b9caff
107.53875,-18.685278,,54958,6.23,0.4,#fef9ff
108.11,24.128333,48 Gem,55052,5.85,0.36,#f9f6ff
107.848333,-0.301944,21 Mon,55057,5.45,0.29,#f2f1ff
107.580833,-27.491389,,55070,5.46,1,#ffe5c6
111.34125,81.2575,,55075,6.31,-0.04,#ccd8ff
107.96375,5.654722,,55111,6.09,-0.02,#ccd8ff
108.204167,27.224722,,55130,6.43,0.49,#fff7f6
106.55875,-68.837222,,55151,6.47,1.04,#ffe3c3
108.030833,5.474722,,55184,6.16,1.14,#ffe0bb
107.96625,-0.492778,22Del Mon,55185,4.15,-0.01,#ccd8ff
108.97875,59.6375,18 Lyn,55280,5.2,1.07,#ffe2c1
107.923333,-20.883056,,55344,5.84,-0.04,#ccd8ff
108.342917,16.158889,51 Gem,55383,5,1.66,#ffcb8d
108.050833,-25.9425,26 CMa,55522,5.92,-0.17,#b7c9ff
107.697917,-48.932222,,55526,5.14,1.24,#ffddb4
108.017083,-30.821667,,55568,6.1,0.27,#f0f0ff
108.95875,47.24,,55575,5.58,0.58,#fff3ec
108.610833,24.710833,,55579,6.89,-0.03,#ccd8ff
108.28,-11.251389,,55589,5.78,1.51,#ffd4a0
108.100417,-27.474167,,55595,6.59,0.19,#e8ebff
108.674583,24.885,52 Gem,55621,5.82,1.56,#ffd19a
108.107083,-36.544444,,55718,5.96,-0.14,#bccdff
108.065833,-40.498889,,55719,5.31,0.06,#dbe2ff
108.635833,12.115833,,55730,5.62,1.01,#ffe4c5
108.583333,3.111389,,55751,5.35,1.19,#ffdfb8
108.349583,-22.673333,,55762,6.01,1.48,#ffd5a2
108.545833,-3.901389,,55775,5.75,1.58,#ffd098
108.564583,-9.9475,,55832,5.9,1.52,#ffd39f
108.45125,-22.906389,,55856,6.36,-0.21,#b0c3ff
108.40125,-27.356389,,55857,6.12,-0.23,#adc1ff
107.175833,-70.497222,Gam1Vol,55864,5.69,0.4,#fef9ff
107.187083,-70.498889,Gam2Vol,55865,3.78,1.04,#ffe3c3
109.390417,52.130833,,55866,5.92,1.26,#ffdcb3
108.987917,27.8975,53 Gem,55870,5.71,1.63,#ffcd91
108.6175,-10.316667,,55879,6.03,-0.18,#b5c7ff
108.14,-46.759444,,55892,4.49,0.32,#f5f3ff
108.44625,-31.083889,,55958,6.6,-0.17,#b7c9ff
112.768333,82.411389,,55966,4.96,1.66,#ffcb8d
108.488333,-30.34,,55985,6.33,-0.2,#b2c5ff
108.830417,-0.161389,24 Mon,56003,6.41,0.9,#ffe8ce
108.563333,-26.3525,27 CMa,56014,4.66,-0.19,#b3c6ff
108.305833,-45.183056,,56022,4.89,-0.02,#ccd8ff
108.914167,7.977778,,56031,5.82,1.6,#ffd096
108.385,-44.639722,,56096,5.1,1.56,#ffd19a
108.702917,-26.772778,28Ome CMa,56139,3.85,-0.17,#b7c9ff
108.712917,-27.038056,,56160,5.58,1.22,#ffdeb6
109.632917,49.465,,56169,5.05,0.08,#dde3ff
108.929583,-10.583889,,56207,5.95,1.18,#ffdfb9
109.509167,40.883333,64 Aur,56221,5.78,0.17,#e6eaff
108.008333,-63.19,,56239,6.02,-0.02,#ccd8ff
108.947917,-23.740556,,56341,6.32,null,#ffffff
108.8375,-30.686389,,56342,5.36,-0.17,#b7c9ff
109.517083,30.955833,,56386,6.24,-0.03,#ccd8ff
109.060417,-15.585833,,56405,5.46,0.08,#dde3ff
108.737917,-41.425833,,56410,5.94,-0.16,#b9caff
109.324167,6.680556,,56446,6.65,-0.11,#c2d0ff
108.69125,-46.849722,,56455,5.72,-0.11,#c2d0ff
108.659167,-48.271667,,56456,4.76,-0.1,#c4d2ff
109.523333,16.540278,54Lam Gem,56537,3.58,0.11,#e0e5ff
109.153333,-23.315556,,56577,4.79,1.71,#ffc682
109.382083,-6.68,,56614,6.29,1.62,#ffce93
109.145833,-27.881111,,56618,4.64,1.6,#ffd096
108.8375,-52.499722,,56705,5.97,1.1,#ffe2bf
109.238333,-30.896667,,56731,6.32,0.2,#e9ecff
109.1325,-38.318889,,56733,5.8,-0.13,#beceff
109.20625,-36.592778,,56779,5.03,-0.17,#b7c9ff
109.064583,-46.774444,,56813,5.66,1.44,#ffd6a5
110.571667,59.901944,47 Cam,56820,6.35,null,#ffffff
109.285833,-37.0975,Pi Pup,56855,2.7,1.62,#ffce93
109.449583,-26.7975,,56876,6.46,-0.15,#bbccff
110.262917,42.655556,,56941,6.35,1.46,#ffd5a4
110.322917,45.228056,,56963,5.77,0.32,#f5f3ff
110.030833,21.982222,55Del Gem,56986,3.53,0.34,#f7f5ff
109.843333,2.740556,,56989,5.89,1.07,#ffe2c1
109.948333,7.142778,,57006,5.91,0.53,#fff5f1
110.02875,15.142778,,57049,6.45,-0.02,#ccd8ff
109.667917,-24.558889,29 CMa,57060,4.98,-0.15,#bbccff
109.676667,-24.954167,30Tau CMa,57061,4.4,-0.15,#bbccff
110.712083,55.284444,19 Lyn,57102,6.53,null,#ffffff
110.717083,55.281389,19 Lyn,57103,5.45,null,#ffffff
109.758333,-19.280278,,57118,6.09,0.62,#fff2e8
109.713333,-26.585833,,57146,5.28,0.96,#ffe5c9
109.576667,-36.734167,,57150,4.66,-0.1,#c4d2ff
109.867083,-16.395,,57167,5.7,0.35,#f8f6ff
109.5175,-43.986667,,57197,5.85,-0.12,#c0cfff
109.659167,-36.742778,,57219,5.11,-0.16,#b9caff
109.64,-39.210278,,57240,5.25,0.01,#d9e1ff
110.555833,38.996111,,57263,6.4,1.22,#ffdeb6
110.510833,36.760556,65 Aur,57264,5.13,1.08,#ffe2c0
109.807083,-33.727222,,57299,6.3,1.31,#ffdaaf
110.486667,20.443611,56 Gem,57423,5.1,1.52,#ffd39f
110.2425,-14.36,,57478,5.45,0.98,#ffe5c7
113.665417,80.896667,,57508,6.41,null,#ffffff
110.320417,-8.878333,,57517,6.55,0.54,#fff5f0
110.221667,-22.851667,,57573,6.61,-0.15,#bbccff
110.229167,-26.963611,,57593,6.01,-0.17,#b7c9ff
110.514583,0.177222,,57608,5.99,-0.07,#c8d5ff
110.267917,-25.891389,,57615,5.87,1.64,#ffcc90
109.2075,-67.957222,Del Vol,57623,3.98,0.79,#ffebd7
111.238333,51.887222,,57646,5.8,1.61,#ffcf94
111.035417,40.672222,66 Aur,57669,5.19,1.23,#ffddb5
110.508333,-8.979167,,57682,6.43,-0.19,#b3c6ff
110.577083,-2.978889,,57708,6.23,0.68,#ffefe2
110.86875,25.050556,57 Gem,57727,5.03,0.9,#ffe8ce
111.8575,66.331667,,57742,6.47,-0.09,#c5d3ff
110.8675,22.945278,58 Gem,57744,6.02,-0.01,#ccd8ff
110.605833,-5.982778,,57749,5.82,0.35,#f8f6ff
110.55625,-19.016667,,57821,4.96,-0.04,#ccd8ff
110.089167,-52.311667,,57852,6.05,0.42,#fef9fd
110.090417,-52.309722,,57853,6.6,0.59,#fff3eb
110.16125,-52.086111,,57917,5.39,-0.07,#c8d5ff
111.139167,27.638056,59 Gem,57927,5.76,0.34,#f7f5ff
111.115417,15.517222,,58050,6.41,-0.18,#b5c7ff
111.678333,49.211389,21 Lyn,58142,4.64,-0.02,#ccd8ff
110.7525,-31.923889,,58155,5.43,-0.15,#bbccff
111.2425,11.669722,1 CMi,58187,5.3,0.1,#dfe5ff
111.431667,27.798056,60Iot Gem,58207,3.79,1.03,#ffe3c4
110.87125,-27.834167,,58215,5.38,1.53,#ffd39e
110.882917,-32.202222,,58286,5.39,-0.18,#b5c7ff
110.97625,-30.216944,,58325,6.6,-0.2,#b2c5ff
111.167083,-16.201111,,58343,5.33,-0.05,#ccd8ff
111.071667,-22.912778,,58346,6.19,-0.09,#c5d3ff
111.02375,-29.303056,31Eta CMa,58350,2.45,-0.08,#c7d4ff
111.412083,9.276111,2Eps CMi,58367,4.99,1.01,#ffe4c5
110.992917,-35.837778,,58420,6.31,-0.15,#bbccff
112.719583,68.465556,,58425,5.64,1.11,#ffe1be
111.21125,-19.012222,,58439,6.24,0.29,#f2f1ff
111.284583,-13.751944,,58461,5.78,0.42,#fef9fd
111.4625,-5.775,,58526,5.97,0.92,#ffe7cc
111.1825,-31.808889,,58535,5.35,1.07,#ffe2c1
111.709167,21.535833,,58551,6.54,0.46,#fff8f9
111.61625,10.608333,,58552,6.37,0.09,#dee4ff
111.734583,20.257222,61 Gem,58579,5.93,0.3,#f3f2ff
111.514583,-4.5375,,58580,6.76,-0.01,#ccd8ff
111.332917,-21.982778,,58585,6.05,0.23,#ecedff
111.672083,11.009167,,58599,6.41,-0.13,#beceff
