ra,dec,name,hd,vmag,bv,hex 
319.567083,-75.346667,,201906,6.63,0.03,#d9e1ff
316.372083,78.126389,,201908,5.91,-0.07,#c8d5ff
318.94125,-53.263056,,202103,5.75,0.19,#e8ebff
318.234167,30.226944,64Zet Cyg,202109,3.2,0.99,#ffe5c6
318.37,15.9825,,202128,6.27,0.24,#edeeff
318.81125,-40.506389,,202135,6.21,1.14,#ffe0bb
318.569583,-10.605278,,202149,6.77,-0.08,#c7d4ff
317.950833,59.986389,,202214,5.64,0.11,#e0e5ff
318.359583,36.633611,,202240,6.05,0.21,#eaecff
318.654167,0.092222,,202259,6.38,1.61,#ffcf94
318.7775,-17.345,,202261,6.04,0.96,#ffe5c9
318.620417,10.006944,7Del Equ,202275,4.49,0.5,#fff7f5
318.945,-36.210833,,202287,6.12,1.37,#ffd9ab
319.50125,-64.681667,,202299,6.31,-0.07,#c8d5ff
318.542917,29.901111,,202314,6.17,1.09,#ffe2bf
318.907917,-20.651667,28Phi Cap,202320,5.24,1.17,#ffdfb9
318.937083,-15.171389,29 Cap,202369,5.28,1.64,#ffcc90
323.0175,-84.81,,202418,6.45,1.4,#ffd8a9
318.697917,38.045556,65Tau Cyg,202444,3.72,0.39,#fcf8ff
318.955833,5.247778,8Alp Equ,202447,3.92,0.53,#fff5f1
319.165,-1.607778,,202554,6.48,0.98,#ffe5c7
318.4275,64.403889,,202582,6.39,0.6,#fff3ea
319.30625,-13.278889,,202606,6.4,0.04,#d9e1ff
319.484583,-32.1725,Eps Mic,202627,4.71,0.06,#dbe2ff
318.903333,47.973611,,202654,6.46,-0.15,#bbccff
319.48875,-17.985278,30 Cap,202671,5.43,-0.12,#c0cfff
319.123333,42.251389,,202720,6.43,null,#ffffff
319.966667,-53.449722,The Ind,202730,4.39,0.19,#e8ebff
319.54625,-4.519444,15 Aqr,202753,5.82,-0.13,#beceff
319.726667,-28.765556,,202773,6.4,0.97,#ffe5c8
319.354167,39.394722,67Sig Cyg,202850,4.23,0.12,#e1e6ff
319.346667,42.683333,,202862,6.19,-0.11,#c2d0ff
320.039583,-45.022222,,202874,6,2.33,#fff9ff
319.479583,34.896944,66Ups Cyg,202904,4.43,-0.11,#c2d0ff
319.258333,53.9975,,202923,6.13,0.05,#dae2ff
319.940833,-26.353056,,202940,6.56,0.73,#ffeddd
319.716667,11.203333,,202951,5.96,1.65,#ffcc8f
319.309583,55.798056,,202987,5.98,1.45,#ffd6a5
320.19,-40.809722,The1Mic,203006,4.82,0.02,#d9e1ff
320.318333,-49.937778,,203010,6.38,1.32,#ffdaae
319.328333,58.611667,,203025,6.42,0.2,#e9ecff
319.613333,43.945833,68 Cyg,203064,5,-0.01,#ccd8ff
319.730417,41.040833,,203096,6.15,0.3,#f3f2ff
321.069583,-69.734167,,203133,6.41,2.82,#fff9ff
319.8425,38.2375,,203156,5.83,0.5,#fff7f5
320.058333,22.026389,,203206,6.29,-0.08,#c7d4ff
321.325417,-71.799444,,203212,6.09,1.26,#ffdcb3
320.267917,-4.56,16 Aqr,203222,5.87,0.92,#ffe7cc
319.87,49.510278,,203245,5.76,-0.15,#bbccff
319.645,62.585556,5Alp Cep,203280,2.44,0.22,#ebedff
320.27,7.354444,9 Equ,203291,5.82,1.66,#ffcb8d
319.815833,58.623611,,203338,5.66,1.38,#ffd8aa
320.268333,23.855833,,203344,5.57,1.05,#ffe3c3
320.20875,32.452778,,203358,5.68,1.08,#ffe2c0
320.561667,-16.834444,32Iot Cap,203387,4.28,0.9,#ffe8ce
318.925833,77.012222,,203399,5.95,1.5,#ffd5a1
320.341667,32.612778,,203439,6.04,0.03,#d9e1ff
320.255833,40.345556,,203454,6.4,0.53,#fff5f1
319.8425,64.871944,6 Cep,203467,5.18,-0.04,#ccd8ff
320.752083,-22.668889,,203475,5.6,1.63,#ffcd91
320.521667,19.804444,1 Peg,203504,4.08,1.11,#ffe1be
318.339583,81.230833,,203501,6.15,0.09,#dee4ff
320.734583,-9.319444,17 Aqr,203525,5.99,1.54,#ffd29d
323.476667,-82.683056,,203532,6.38,0.13,#e2e7ff
321.086667,-46.615,,203548,6.31,0.2,#e9ecff
320.723333,6.811111,10Bet Equ,203562,5.16,0.05,#dae2ff
320.139583,60.756944,,203574,6.11,1,#ffe5c6
321.103333,-41.006667,The2Mic,203585,5.77,-0.05,#ccd8ff
321.610833,-65.366111,Gam Pav,203608,4.22,0.49,#fff7f6
320.674583,30.309722,,203630,6.05,1.08,#ffe2c0
321.04,-20.851944,33 Cap,203638,5.41,1.16,#ffdfba
321.032917,-22.746944,,203639,6.38,1.02,#ffe4c4
320.501667,49.388889,,203644,5.69,1.1,#ffe2bf
320.695417,38.634167,,203696,6.63,0.01,#d9e1ff
321.047917,-12.878056,18 Aqr,203705,5.49,0.29,#f2f1ff
321.564167,-54.660556,Gam Ind,203760,6.12,0.34,#f7f5ff
320.845833,37.406667,,203784,6.58,null,#ffffff
320.995,24.274167,,203803,5.71,0.32,#f5f3ff
321.1025,10.174167,,203842,6.35,0.47,#fff8f8
321.215417,-3.398333,20 Aqr,203843,6.36,0.33,#f6f4ff
320.95125,37.351389,,203857,6.47,null,#ffffff
321.030833,25.312222,,203858,6.15,null,#ffffff
321.304583,-9.748611,19 Aqr,203875,5.7,0.2,#e9ecff
322.187083,-69.505278,,203881,5.34,1.55,#ffd29c
321.09625,24.528889,,203886,6.32,1.04,#ffe3c3
321.141667,26.174444,,203925,5.68,0.31,#f4f2ff
321.320833,-3.556667,21 Aqr,203926,5.49,1.46,#ffd5a4
321.595417,-37.829444,,203949,5.63,1.19,#ffdfb8
323.335833,-80.039167,,203955,6.47,0.04,#d9e1ff
321.756667,-42.547778,,204018,5.51,0.39,#fcf8ff
321.464583,0.534444,,204041,6.46,0.16,#e5e9ff
321.666667,-22.411389,34Zet Cap,204075,3.74,1,#ffe5c6
321.617083,1.103333,,204121,6.13,0.44,#fef9fb
321.23125,49.323333,,204131,6.58,-0.03,#ccd8ff
321.811667,-21.196111,35 Cap,204139,5.78,1.44,#ffd6a5
321.331667,46.714444,,204153,5.6,0.32,#f5f3ff
321.445833,36.6675,69 Cyg,204172,5.94,-0.08,#c7d4ff
321.61125,19.375556,,204188,6.07,0.22,#ebedff
322.25125,-53.705833,,204228,6.39,1.14,#ffe0bb
322.057917,-11.568333,,204363,6.61,0.49,#fff7f6
322.180833,-21.807222,36 Cap,204381,4.51,0.91,#ffe7cd
322.265833,-31.238611,5 PsA,204394,6.5,0.03,#d9e1ff
321.839167,37.116667,70 Cyg,204403,5.31,-0.14,#bccdff
321.715,48.835,,204411,5.31,0.07,#dce3ff
321.917083,27.608611,35 Vul,204414,5.41,0.04,#d9e1ff
321.6875,52.898611,,204428,6.03,-0.12,#c0cfff
322.103333,8.195556,,204445,6.4,1.64,#ffcc90
322.034583,32.225278,,204485,5.8,0.32,#f5f3ff
322.249583,17.905833,,204560,6.44,1.39,#ffd8a9
322.498333,-19.147778,,204577,6.57,0.41,#fef9fe
322.249583,22.179444,,204585,5.93,1.53,#ffd39e
321.855417,59.75,,204599,6.1,1.75,#ffc178
322.487083,23.638889,2 Peg,204724,4.57,1.62,#ffce93
322.219583,55.418611,,204754,6.12,0.14,#e3e8ff
321.942083,66.809167,7 Cep,204770,5.44,-0.11,#c2d0ff
322.3625,46.540556,71 Cyg,204771,5.24,0.97,#ffe5c8
323.024583,-41.179167,Xi Gru,204783,5.29,1.1,#ffe2bf
323.060833,-33.944722,6 PsA,204854,5.97,0.05,#dae2ff
322.79,12.1375,,204862,6.08,-0.05,#ccd8ff
322.889583,-5.571111,22Bet Aqr,204867,2.91,0.83,#ffe9d3
323.32375,-52.7375,,204873,6.41,1.48,#ffd5a2
324.734167,-79.4425,,204904,6.18,0.46,#fff8f9
323.13875,-24.590556,,204943,6.43,0.2,#e9ecff
323.347917,-44.848611,,204960,5.57,1.04,#ffe3c3
322.585,52.958056,,204965,6.02,0.08,#dde3ff
322.165,70.560833,8Bet Cep,205021,3.23,-0.22,#aec2ff
321.207083,80.524722,,205072,5.97,0.92,#ffe7cc
323.112917,23.394444,,205087,6.7,-0.09,#c5d3ff
323.570833,-42.925,,205096,6.32,1.09,#ffe2bf
322.864583,52.62,,205114,6.16,0.9,#ffe8ce
322.747083,60.459444,,205139,5.53,0.12,#e1e6ff
323.720833,-29.696111,,205265,6.41,-0.11,#c2d0ff
323.7125,-20.084444,37 Cap,205289,5.69,0.4,#fef9ff
323.235833,49.977778,,205314,5.75,-0.03,#ccd8ff
323.81625,-23.454167,,205342,6.4,1.1,#ffe2bf
323.324583,45.854167,,205349,6.25,1.81,#ffb45f
324.512083,-64.824167,,205417,6.2,0.03,#d9e1ff
323.641667,22.754722,,205420,6.47,0.51,#fff6f3
323.823333,-3.983056,,205423,5.77,1.11,#ffe1be
323.495417,45.591944,73Rho Cyg,205435,4.02,0.89,#ffe8ce
324.045833,-26.171389,8 PsA,205471,5.73,0.22,#ebedff
325.36875,-77.39,Nu Oct,205478,3.76,1,#ffe5c6
323.694167,38.534167,72 Cyg,205512,4.9,1.08,#ffe2c0
324.20375,-33.048056,7 PsA,205529,6.11,0.22,#ebedff
323.829167,28.197222,,205539,6.31,0.35,#f8f6ff
323.8625,24.452222,,205541,6.11,null,#ffffff
323.614583,51.698333,,205551,6.15,0.02,#d9e1ff
324.27,-19.466111,39Eps Cap,205637,4.68,-0.17,#b7c9ff
324.057917,30.055556,,205688,6.36,null,#ffffff
324.01,45.374722,,205730,5.53,1.58,#ffd098
324.390833,-0.390278,,205765,6.25,0.06,#dbe2ff
324.437917,-7.854167,23Xi Aqr,205767,4.69,0.17,#e6eaff
324.432083,6.618333,3 Peg,205811,6.18,0.02,#d9e1ff
324.2375,40.413611,74 Cyg,205835,5.01,0.18,#e7eaff
324.439167,19.318611,5 Peg,205852,5.45,0.3,#f3f2ff
324.775417,-33.679167,,205872,6.28,0.92,#ffe7cc
324.99875,-52.359167,,205877,6.21,0.6,#fff3ea
324.632917,5.771667,4 Peg,205924,5.67,0.25,#eeefff
325.14,-55.7375,,205935,6.33,1.06,#ffe2c2
324.36625,44.696667,,205939,6.2,0.19,#e8ebff
324.867083,-10.576944,,206005,6.08,1.03,#ffe3c4
324.6875,25.498889,,206027,6.16,1.02,#ffe4c4
324.41125,54.042222,,206040,6.15,0.99,#ffe5c6
324.754583,20.265278,,206043,5.85,0.32,#f5f3ff
324.88875,2.243611,25 Aqr,206067,5.1,1.04,#ffe3c3
325.022917,-16.662222,40Gam Cap,206088,3.68,0.32,#f5f3ff
324.48,62.081944,9 Cep,206165,4.73,0.3,#f3f2ff
327.72625,-82.719167,Lam Oct,206240,5.29,0.75,#ffeddb
324.74,57.489167,,206267,5.62,0.21,#eaecff
325.442083,-25.101944,,206291,6.49,1.19,#ffdfb8
325.387083,-14.0475,42 Cap,206301,5.18,0.65,#fff1e5
325.04625,43.273889,75 Cyg,206330,5.11,1.6,#ffd096
325.503333,-23.262778,41 Cap,206356,5.24,0.95,#ffe6ca
326.37,-71.008889,,206399,6.01,-0.1,#c4d2ff
325.542083,1.285278,26 Aqr,206445,5.67,1.44,#ffd6a5
325.664583,-18.866389,43Kap Cap,206453,4.73,0.88,#ffe8cf
325.564583,5.68,7 Peg,206487,5.3,1.64,#ffcc90
325.180417,54.872222,,206509,6.2,1.16,#ffdfba
325.392917,40.805278,76 Cyg,206538,6.11,0.07,#dce3ff
325.6375,10.824722,,206540,6.09,-0.11,#c2d0ff
325.80625,-19.620833,,206546,6.22,0.27,#f0f0ff
341.369167,-88.818333,,206553,6.57,0.28,#f1f0ff
325.768333,-14.399722,44 Cap,206561,5.88,0.25,#eeefff
325.504583,35.510278,,206570,6.07,2.52,#fff9ff
325.535,45.765833,,206632,6.17,1.55,#ffd29c
326.122917,-38.5525,,206642,6.3,1.12,#ffe1bd
325.595417,41.077222,77 Cyg,206644,5.69,0.01,#d9e1ff
325.52375,51.189722,80Pi 1Cyg,206672,4.67,-0.12,#c0cfff
326.004167,-14.749444,45 Cap,206677,5.99,0.21,#eaecff
326.329167,-49.498611,,206690,6.45,1.15,#ffe0bb
325.662083,49.600278,,206731,6.09,1,#ffe5c6
326.236667,-33.025833,9Iot PsA,206742,4.34,-0.05,#ccd8ff
325.776667,41.155,,206749,5.49,1.59,#ffd097
325.857083,38.283889,79 Cyg,206774,5.65,0,#ffffff
326.046667,9.875,8Eps Peg,206778,2.39,1.53,#ffd39e
326.035833,28.742778,78Mu 1Cyg,206826,4.73,0.48,#fff7f7
326.034583,28.743056,78Mu 2Cyg,206827,6.08,0.36,#f9f6ff
326.25125,-9.0825,46 Cap,206834,5.09,1.11,#ffe1be
325.689167,59.271111,,206842,6.08,1.34,#ffdaad
326.127917,17.35,9 Peg,206859,4.34,1.17,#ffdfb9
326.130417,14.771944,,206860,5.94,0.59,#fff3eb
326.16125,25.645,10Kap Peg,206901,4.13,0.43,#fef9fc
325.876667,58.78,Mu Cep,206936,4.08,2.35,#fff9ff
325.480417,71.311389,11 Cep,206952,4.56,1.1,#ffe2bf
326.567917,-9.275833,47 Cap,207005,6,1.66,#ffcb8d
326.63375,-11.365833,48Lam Cap,207052,5.58,-0.01,#ccd8ff
326.435417,35.857222,,207088,6.4,1,#ffe5c6
326.518333,22.948889,12 Peg,207089,5.29,1.41,#ffd7a8
326.76,-16.127222,49Del Cap,207098,2.87,0.29,#f2f1ff
327.065833,-47.303611,,207129,5.58,0.6,#fff3ea
325.766667,72.320278,,207130,5.17,1.05,#ffe3c3
326.6,25.563333,,207134,6.28,1.21,#ffdeb7
326.934167,-30.898333,10The PsA,207155,5.01,0.04,#d9e1ff
326.222083,62.460556,,207198,5.95,0.31,#f4f2ff
326.808333,2.686111,11 Peg,207203,5.64,0,#ffffff
326.569167,43.060833,,207218,6.54,0.28,#f1f0ff
326.769583,17.194167,,207223,6.21,0.34,#f7f5ff
327.500417,-64.7125,,207229,5.62,1.02,#ffe4c4
326.90875,-5.917222,,207235,6.17,0.22,#ebedff
327.69625,-69.629444,Omi Ind,207241,5.53,1.37,#ffd9ab
326.362083,61.120833,10Nu Cep,207260,4.29,0.52,#fff6f2
326.698333,49.309444,81Pi 2Cyg,207330,4.23,-0.12,#c0cfff
327.034583,36.580556,,207446,6.47,null,#ffffff
327.42125,-12.723056,,207503,6.31,0.22,#ebedff
327.1225,38.648611,,207516,6.12,-0.08,#c7d4ff
326.855417,60.692778,12 Cep,207528,5.52,1.52,#ffd39f
327.554583,-16.844722,,207552,6.38,1.42,#ffd7a7
327.362083,20.4625,,207563,6.29,-0.1,#c4d2ff
326.754167,70.150833,,207636,6.29,null,#ffffff
327.46125,30.174167,14 Peg,207650,5.04,-0.03,#ccd8ff
327.53625,17.285556,13 Peg,207652,5.29,0.37,#faf7ff
327.417083,41.148889,,207673,6.48,0.42,#fef9fd
327.924167,-18.623056,,207760,6.16,0.36,#f9f6ff
327.329167,61.272778,,207780,6.17,1.67,#ffca8b
327.8925,19.826667,,207840,5.77,-0.1,#c4d2ff
327.770417,39.536667,,207857,6.17,-0.08,#c7d4ff
328.075833,21.273056,,207932,6.89,null,#ffffff
328.324167,-13.551667,51Mu Cap,207958,5.08,0.37,#faf7ff
328.797917,-61.886389,,207964,5.9,0.39,#fcf8ff
328.482083,-37.365,Gam Gru,207971,3.01,-0.12,#c0cfff
328.124583,28.793333,15 Peg,207978,5.53,0.42,#fef9fd
328.4,-10.311667,,208008,6.59,-0.12,#c0cfff
328.265833,25.925,16 Peg,208057,5.08,-0.17,#b7c9ff
328.004167,55.796944,,208095,5.71,-0.13,#beceff
328.405833,19.668333,,208108,5.68,0.01,#d9e1ff
328.490833,6.864444,,208110,6.15,0.8,#ffebd6
328.543333,-4.276111,,208111,5.71,1.18,#ffdfb9
327.905417,65.752778,,208132,6.37,null,#ffffff
329.058333,-57.899444,Pi Ind,208149,6.19,0.21,#eaecff
328.649583,-3.301111,,208177,6.2,0.48,#fff7f7
328.5725,19.718333,,208202,6.39,0.97,#ffe5c8
328.981667,-30.606389,,208285,6.41,0.93,#ffe6cb
329.095,-37.253611,,208321,5.46,0.08,#dde3ff
329.259167,-37.746944,,208435,6.18,0.33,#f6f4ff
329.479583,-54.9925,Del Ind,208450,4.4,0.28,#f1f0ff
329.625417,-59.012222,Kap1Ind,208496,6.12,0.46,#fff8f9
330.467083,-77.6625,,208500,6.41,0.22,#ebedff
328.721667,56.611389,13 Cep,208501,5.8,0.73,#ffeddd
329.1,21.239722,,208527,6.4,1.7,#ffc885
329.235,12.076389,17 Peg,208565,5.54,0.05,#dae2ff
328.83625,61.541944,,208606,6.13,1.6,#ffd096
328.879583,65.320833,,208682,5.86,-0.06,#cad6ff
329.555417,-5.424722,,208703,6.33,0.37,#faf7ff
329.259167,48.668611,,208727,6.42,-0.08,#c7d4ff
329.6825,-21.182778,,208735,6.12,1.65,#ffcc8f
329.824583,-38.395278,,208737,5.5,1,#ffe5c6
330.765833,-76.118611,,208741,5.95,0.39,#fcf8ff
330.100417,-55.882778,,208796,6.01,-0.1,#c4d2ff
329.729167,-4.373056,,208801,6.22,1,#ffe5c6
329.162917,63.625556,,208816,4.91,1.77,#ffbd70
329.29625,66.156111,,208947,6.43,-0.05,#ccd8ff
330.032917,6.7175,18 Peg,209008,6,-0.12,#c0cfff
330.209167,-28.453611,12Eta PsA,209014,5.42,-0.09,#c5d3ff
330.84,-56.786111,Eps Ind,209100,4.69,1.06,#ffe2c2
329.7225,62.698333,,209112,5.93,1.67,#ffca8b
329.845833,57.658333,,209124,6.59,0.03,#d9e1ff
330.270833,0.605,28 Aqr,209128,5.58,1.28,#ffdbb1
330.111667,33.006111,,209149,6.46,null,#ffffff
330.2725,13.119722,20 Peg,209166,5.6,0.34,#f7f5ff
330.288333,8.257222,19 Peg,209167,5.65,1.44,#ffd6a5
330.549583,-17.903611,,209240,6.28,1.01,#ffe4c5
329.4625,74.996667,,209258,6.35,1.56,#ffd19a
330.610833,-16.964167,29 Aqr,209278,6.37,0.42,#fef9fd
330.505833,10.973889,,209288,6.37,-0.1,#c4d2ff
330.16375,62.488056,,209339,6.66,0.06,#dbe2ff
329.8125,73.18,16 Cep,209369,5.03,0.44,#fef9fb
330.818333,-6.5225,30 Aqr,209396,5.54,0.96,#ffe5c9
330.82875,-2.155278,31Omi Aqr,209409,4.69,-0.06,#cad6ff
330.460833,52.882222,,209419,5.78,-0.11,#c2d0ff
330.829167,11.386389,21 Peg,209459,5.8,-0.07,#c8d5ff
331.099583,-29.916667,13 PsA,209476,6.47,1.63,#ffcd91
330.519167,58.000556,14 Cep,209481,5.56,0.06,#dbe2ff
330.73625,44.65,,209515,5.6,-0.03,#ccd8ff
331.153333,-26.8225,,209522,5.96,-0.14,#bccdff
331.462083,-59.636111,Kap2Ind,209529,5.62,1.46,#ffd5a4
331.1975,-0.906667,32 Aqr,209625,5.3,0.23,#ecedff
331.52875,-39.543333,Lam Gru,209688,4.46,1.37,#ffd9ab
331.143333,32.941944,,209693,6.38,1.1,#ffe2bf
331.42,5.058611,22Nu Peg,209747,4.84,1.44,#ffd6a5
331.445833,-0.319722,34Alp Aqr,209750,2.96,0.98,#ffe5c7
331.2975,26.673889,,209761,5.78,1.25,#ffddb4
330.970417,63.119722,18 Cep,209772,5.29,1.58,#ffd098
330.9475,64.627778,17Xi Cep,209790,4.29,0.34,#f7f5ff
331.609167,-13.869722,33Iot Aqr,209819,4.27,-0.07,#c8d5ff
331.394583,28.963889,23 Peg,209833,5.7,-0.06,#cad6ff
332.677083,-75.880556,,209855,6.55,1.18,#ffdfb9
331.318333,46.744722,,209857,6.13,1.61,#ffcf94
331.460833,45.112222,,209932,6.44,-0.03,#ccd8ff
329.552917,82.869722,,209942,6.98,0.52,#fff6f2
331.508333,45.014444,,209945,5.14,1.57,#ffd199
332.058333,-46.961111,Alp Gru,209952,1.74,-0.13,#beceff
331.252083,62.785556,20 Cep,209960,5.27,1.41,#ffd7a8
331.463333,48.231667,,209961,6.27,-0.06,#cad6ff
331.287083,62.28,19 Cep,209975,5.11,0.08,#dde3ff
331.551667,45.248611,,209993,6.19,0.09,#dee4ff
331.752917,25.345,24Iot Peg,210027,3.76,0.44,#fef9fb
332.095833,-32.988611,14Mu PsA,210049,4.5,0.05,#dae2ff
332.980417,-76.116111,,210056,6.15,1,#ffe5c6
332.108333,-34.043889,Ups PsA,210066,4.99,1.48,#ffd5a2
331.55625,56.343056,,210071,6.39,-0.1,#c4d2ff
331.869167,19.475556,,210074,5.75,null,#ffffff
331.875,18.000556,,210090,6.35,1.64,#ffcc90
332.177917,-33.125556,,210111,6.37,0.2,#e9ecff
331.959583,21.702778,25 Peg,210129,5.78,-0.1,#c4d2ff
332.245833,-18.519722,35 Aqr,210191,5.81,-0.17,#b7c9ff
332.491667,-48.107222,,210204,6.43,1.39,#ffd8a9
332.071667,25.543611,,210210,6.11,0.27,#f0f0ff
331.79,58.840833,,210220,6.32,0.88,#ffe8cf
331.85625,53.307222,,210221,6.14,0.43,#fef9fc
332.482083,-34.014722,,210271,5.37,0.24,#edeeff
332.06875,49.796389,,210289,6.42,null,#ffffff
332.500417,-28.2925,,210300,6.44,0.15,#e4e9ff
332.536667,-32.548333,15Tau PsA,210302,4.92,0.48,#fff7f7
332.170833,45.741944,,210334,6.11,0.72,#ffeede
332.306667,33.172222,27Pi 1Peg,210354,5.58,1,#ffe5c6
332.55,6.197778,26The Peg,210418,3.53,0.08,#dde3ff
332.587917,-3.894167,,210419,6.27,-0.01,#ccd8ff
332.65625,-11.565,38 Aqr,210424,5.46,-0.12,#c0cfff
332.640833,-4.267222,,210434,6.01,0.98,#ffe5c7
332.496667,33.178333,29Pi 2Peg,210459,4.29,0.46,#fff8f9
332.579167,19.616944,,210460,6.18,0.69,#ffefe1
332.5925,14.63,,210461,6.33,1.08,#ffe2c0
332.76,-21.2325,,210464,6.09,0.5,#fff7f5
332.655833,11.624444,,210502,5.78,1.58,#ffd098
332.625833,20.978056,28 Peg,210516,6.46,0.12,#e1e6ff
332.715,30.553056,,210594,6.32,0.18,#e7eaff
332.96375,16.040556,,210702,5.95,0.95,#ffe6ca
333.1075,-14.193889,39 Aqr,210705,6.03,0.38,#fbf7ff
332.79125,50.823333,,210715,5.4,0.15,#e4e9ff
333.239583,-26.327778,,210739,6.17,0.17,#e6eaff
332.71375,58.201111,21Zet Cep,210745,3.35,1.57,#ffd199
333.033333,24.95,,210762,5.92,1.51,#ffd4a0
333.1825,-4.720833,,210763,6.39,0.5,#fff7f5
332.451667,72.341111,24 Cep,210807,4.79,0.92,#ffe7cc
332.877917,59.414444,22Lam Cep,210839,5.04,0.25,#eeefff
333.435,-25.180833,,210848,5.58,0.49,#fff7f6
334.460417,-77.511667,Psi Oct,210853,5.51,0.31,#f4f2ff
332.953333,56.839444,,210855,5.24,0.51,#fff6f3
332.56375,72.111111,,210873,6.37,-0.06,#cad6ff
332.662083,70.132778,,210884,5.5,0.38,#fbf7ff
333.199167,34.604722,,210889,5.33,1.13,#ffe0bc
332.987083,59.084722,,210905,6.3,1.13,#ffe0bc
333.660833,-41.381667,,210918,6.23,0.65,#fff1e5
333.578333,-27.766944,16Lam PsA,210934,5.43,-0.16,#b9caff
333.007917,60.759444,,210939,5.35,1.17,#ffdfb9
333.575,-21.074167,41 Aqr,210960,5.32,0.8,#ffebd6
335.00625,-80.439722,Eps Oct,210967,5.1,1.47,#ffd5a3
333.410833,28.608333,,211006,5.89,1.15,#ffe0bb
333.092917,63.291389,,211029,5.79,1.67,#ffca8b
333.89625,-44.451944,,211053,6.1,1.02,#ffe4c4
333.469583,39.715,,211073,4.49,1.39,#ffd8a9
333.90375,-41.346667,Mu 1Gru,211088,4.79,0.8,#ffebd6
333.455417,45.440833,,211096,5.53,0.04,#d9e1ff
334.110833,-41.6275,Mu 2Gru,211202,5.1,0.92,#ffe7cc
333.685,42.953889,,211211,5.71,0,#ffffff
333.45625,63.1625,,211242,6.11,-0.08,#c7d4ff
333.999167,8.549444,,211287,6.21,0.02,#d9e1ff
334.155833,-25.898333,,211291,6.15,1.11,#ffe1be
333.220417,73.307222,,211300,6.08,1.01,#ffe4c5
333.758333,57.043611,23Eps Cep,211336,4.19,0.28,#f1f0ff
334.14,-1.596389,,211356,6.15,0.19,#e8ebff
334.200417,-12.831389,42 Aqr,211361,5.34,1.14,#ffe0bb
334.249167,-23.14,,211364,6.17,1.05,#ffe3c3
333.9925,37.748889,1 Lac,211388,4.13,1.46,#ffd5a4
334.208333,-7.783333,43The Aqr,211391,4.16,0.98,#ffe5c7
334.219167,-9.04,,211392,5.79,1.16,#ffdfba
334.565,-53.627778,,211415,5.37,0.6,#fff3ea
334.625417,-60.259722,Alp Tuc,211416,2.86,1.39,#ffd8a9
334.12375,27.804167,,211432,6.37,0.99,#ffe5c6
334.277083,-5.387222,44 Aqr,211434,5.75,0.88,#ffe8cf
337.905833,-85.967222,Ups Oct,211539,5.77,1.02,#ffe4c4
334.110417,57.220278,,211554,5.88,0.93,#ffe6cb
334.517917,-0.237778,,211575,6.39,0.44,#fef9fb
334.753333,-13.305,45 Aqr,211676,5.95,1.06,#ffe2c2
335.150833,-57.51,,211726,6.34,1.37,#ffd9ab
334.734167,37.769444,,211797,6.17,0.28,#f1f0ff
334.552917,62.804444,25 Cep,211833,5.75,1.26,#ffdcb3
335.049583,-7.821111,46Rho Aqr,211838,5.37,-0.06,#cad6ff
335.115,5.789444,30 Peg,211924,5.37,-0.02,#ccd8ff
335.2325,8.186667,,211976,6.17,0.44,#fef9fb
336.153333,-72.255556,Nu Ind,211998,5.29,0.65,#fff1e5
335.398333,-21.598333,47 Aqr,212010,5.13,1.07,#ffe2c1
335.250417,26.935278,,212047,6.47,1.59,#ffd097
335.414167,-1.387222,48Gam Aqr,212061,3.84,-0.05,#ccd8ff
335.165,50.980833,,212071,6.42,null,#ffffff
335.379583,12.205278,31 Peg,212076,5.01,-0.13,#beceff
335.682917,-45.947778,Pi 1Gru,212087,6.62,2.01,#fff9ff
335.330417,28.330556,32 Peg,212097,4.81,0,#ffffff
335.256667,46.536667,2 Lac,212120,4.57,-0.1,#c4d2ff
335.783333,-45.928611,Pi 2Gru,212132,5.62,0.36,#f9f6ff
334.585,76.488056,,212150,6.66,0,#ffffff
336.4625,-75.015556,,212168,6.04,0.64,#fff1e6
336.29375,-70.431667,,212211,5.78,0.38,#fbf7ff
335.462083,42.078333,,212222,6.41,-0.08,#c7d4ff
335.87875,-24.7625,49 Aqr,212271,5.53,0.99,#ffe5c6
335.88375,-7.194444,,212320,5.93,1,#ffe5c6
336.235,-57.797222,,212330,5.32,0.67,#fff0e3
335.915,20.848333,33 Peg,212395,6.04,null,#ffffff
336.02875,-4.836944,51 Aqr,212404,5.78,-0.04,#ccd8ff
336.112917,-13.529444,50 Aqr,212430,5.76,0.97,#ffe5c8
335.750833,57.284444,,212454,6.16,-0.13,#beceff
335.975833,38.573611,,212487,6.22,0.49,#fff7f6
335.750833,62.42,,212495,6.04,0.05,#dae2ff
335.89,52.229167,3Bet Lac,212496,4.43,1.02,#ffe4c4
336.319167,1.3775,52Pi Aqr,212571,4.66,-0.03,#ccd8ff
336.833333,-64.966389,Del Tuc,212581,4.48,-0.03,#ccd8ff
336.129167,49.476389,4 Lac,212593,4.57,0.09,#dee4ff
336.544583,-23.6825,,212643,6.29,-0.03,#ccd8ff
336.419583,18.444444,,212670,6.26,1.22,#ffdeb6
336.6425,-16.741389,53 Aqr,212697,6.57,null,#ffffff
336.643333,-16.7425,53 Aqr,212698,6.35,0.61,#fff2e9
333.294167,86.108056,,212710,5.27,-0.03,#ccd8ff
337.157083,-67.489167,,212728,5.55,0.2,#e9ecff
336.655833,4.393611,34 Peg,212754,5.75,0.52,#fff6f2
