ra,dec,Name,HD,Vmag,bv
307.575000,+10.895833,  1    Del,195325, 6.08,-0.03
307.767917,-15.056389,          ,195330, 6.12, 0.79
308.965417,-69.611111,          ,195402, 6.11, 1.29
307.742083,+20.605833,          ,195479, 6.18, 0.15
307.499583,+45.928611,          ,195506, 6.41, 1.13
308.218333,-24.943889,          ,195549, 6.36,-0.01
307.362917,+56.068056,          ,195554, 5.91,-0.04
307.514583,+48.951667, 45Ome1Cyg,195556, 4.95,-0.09
308.098750, -9.853333,          ,195564, 5.65, 0.69
308.479583,-44.516111,   Nu  Mic,195569, 5.11, 1.01
307.746667,+36.935833, 44    Cyg,195593, 6.19, 1.01
308.895000,-60.581667,   Phi1Pav,195627, 4.76, 0.28
307.992500,+25.804444,          ,195692, 6.34, 0.26
307.395417,+62.994167,  2The Cep,195725, 4.22, 0.20
307.828333,+49.220278, 46Ome2Cyg,195774, 5.44, 1.55
308.303333,+11.303333,  2Eps Del,195810, 4.03,-0.13
308.731250,-38.089722,          ,195814, 6.44, 0.26
307.837917,+52.309722,          ,195820, 6.18, 1.01
308.548750,-13.721111,          ,195838, 6.13, 0.54
308.697500,-30.473611,          ,195843, 6.40,-0.08
308.473333,+10.059722,          ,195922, 6.56, 0.08
308.487500,+13.027222,  3Eta Del,195943, 5.38, 0.07
309.397083,-61.530000,   Rho Pav,195961, 4.88, 0.43
307.943750,+56.780000,          ,195964, 6.14, 1.43
308.217917,+43.191667,          ,195986, 6.60,-0.11
308.541667,+20.985278,          ,196035, 6.48,-0.14
310.512083,-76.180556,   Mu 1Oct,196051, 6.00, 0.44
310.432083,-75.350556,   Mu 2Oct,196067, 6.55, 0.62
308.884167,-16.525833,          ,196078, 6.19, 0.20
308.475833,+35.250833, 47    Cyg,196093, 4.61, 1.60
308.451667,+41.772222,          ,196134, 6.49, 1.00
307.502917,+72.531667,          ,196142, 6.27, 1.35
309.391667,-47.291389,   Alp Ind,196171, 3.11, 1.00
308.478750,+46.693889,          ,196178, 5.78,-0.16
308.827083,+14.674167,  4Zet Del,196180, 4.68, 0.11
309.964167,-62.907778,          ,196317, 6.22, 1.10
309.181667, -2.550000, 70    Aql,196321, 4.89, 1.60
309.034583,+25.882500, 26    Vul,196362, 6.41, 0.21
310.010833,-60.548889,   Phi2Pav,196378, 5.12, 0.53
308.710000,+51.854167,          ,196379, 6.11, 0.41
309.467083,-25.108889,          ,196385, 6.36, 0.33
309.326250, +0.096944,          ,196426, 6.22,-0.08
307.876667,+74.954722, 73    Dra,196502, 5.20, 0.07
309.269583,+26.461944, 27    Vul,196504, 5.59,-0.07
310.487917,-66.760833,   Ups Pav,196519, 5.15,-0.06
309.387500,+14.595278,  6Bet Del,196524, 3.63, 0.44
309.454583,+11.377778,  5Iot Del,196544, 5.43, 0.06
309.584583, -1.105278, 71    Aql,196574, 4.32, 0.95
309.382500,+31.572500, 48    Cyg,196606, 6.32,-0.09
309.477500,+18.269167,          ,196610, 6.25, 1.48
309.385833,+31.521944,          ,196629, 6.49, 0.34
309.348333,+38.328611,          ,196642, 6.20, 0.99
309.818333,-14.954722, 14Tau Cap,196662, 5.22,-0.12
309.805000, -2.412778,          ,196712, 6.22,-0.10
309.630417,+21.201111, 29    Vul,196724, 4.82,-0.02
309.682917,+13.315000,  8The Del,196725, 5.72, 1.53
310.082500,-33.431944,          ,196737, 5.47, 1.12
309.632917,+24.116111, 28    Vul,196740, 5.04,-0.14
309.646250,+23.680556,          ,196753, 5.91, 0.98
309.782500,+10.086111,  7Kap Del,196755, 5.05, 0.72
309.853750, +0.486389,  1    Aqr,196758, 5.16, 1.06
310.048750,-23.773889,          ,196761, 6.37, 0.72
309.770833,+15.838056,          ,196775, 5.97,-0.14
310.012500,-18.138611, 15Ups Cap,196777, 5.10, 1.66
307.060833,+81.422778, 75    Dra,196787, 5.46, 1.02
310.150000,-26.645000,          ,196815, 6.51, 0.57
309.794167,+21.817222,          ,196821, 6.08,-0.06
309.747917,+30.334444,          ,196852, 5.68, 1.09
310.135417,-16.124167,          ,196857, 5.80, 1.00
309.909583,+15.911944,  9Alp Del,196867, 3.77,-0.06
309.965833,+11.249722,          ,196885, 6.42, 0.55
307.364583,+81.091389, 74    Dra,196925, 5.96, 0.92
310.348750,-31.598333,          ,196917, 5.76, 1.53
310.350417,-26.000000,          ,196947, 6.28, 1.22
309.888750,+40.579444,          ,197018, 6.06,-0.16
309.846250,+45.666944,          ,197036, 6.58,-0.06
311.239583,-66.203056,   Bet Pav,197051, 3.42, 0.16
310.188333,+19.935278,          ,197076, 6.45, 0.63
310.720833,-39.558611,          ,197093, 6.29, 1.08
309.750833,+56.005000,          ,197101, 6.48,
310.150833,+29.805278,          ,197120, 6.08, 0.14
310.317500,+14.583056, 10    Del,197121, 5.99, 1.24
310.012917,+43.458611,          ,197139, 5.95, 1.19
311.009583,-51.921111,   Eta Ind,197157, 4.51, 0.27
310.260833,+32.307222, 49    Cyg,197177, 5.51, 0.88
310.251667,+39.082222,          ,197226, 6.51,-0.12
310.492500,+17.521389,          ,197249, 6.22, 0.94
310.357917,+45.280278, 50Alp Cyg,197345, 1.25, 0.09
310.074583,+60.505278,          ,197373, 6.01, 0.46
310.485417,+41.716944,          ,197392, 5.67,-0.12
310.592500,+35.456111,          ,197419, 6.66,-0.16
310.864583,+15.074444, 11Del Del,197461, 4.43, 0.32
310.552500,+50.340000, 51    Cyg,197511, 5.39,-0.10
307.262917,+83.625556,          ,197508, 6.19, 0.13
311.305000,-27.247222,          ,197540, 6.50, 0.94
310.850833,+35.587778,          ,197572, 6.47, 1.23
311.583750,-39.199167,          ,197630, 5.50,-0.10
312.325417,-68.776389,   Sig Pav,197635, 5.41, 1.12
311.577500,-36.120278,          ,197649, 6.49, 0.39
311.523750,-25.270833, 16Psi Cap,197692, 4.14, 0.43
311.541667,-21.514167, 17    Cap,197725, 5.93, 0.04
310.665417,+60.601389,          ,197734, 6.15, 0.01
311.218750,+25.270556, 30    Vul,197752, 4.91, 1.18
310.806250,+57.114167,          ,197770, 6.32, 0.33
311.367500,+18.090278,          ,197812, 6.38, 1.68
311.415417,+30.719722, 52    Cyg,197912, 4.22, 1.05
312.121667,-43.988611,   Iot Mic,197937, 5.11, 0.35
311.091667,+56.488056,          ,197939, 5.78, 1.67
310.795833,+66.657500,  4    Cep,197950, 5.58, 0.22
311.765000, -2.486667,          ,197954, 6.27, 1.55
311.661250,+16.124444, 12Gam1Del,197963, 5.14, 0.49
311.664583,+16.124167, 12Gam2Del,197964, 4.27, 1.04
311.552917,+33.970278, 53Eps Cyg,197989, 2.46, 1.03
311.919167, -9.495833,  2Eps Aqr,198001, 3.77, 0.00
311.934167, -5.027778,  3    Aqr,198026, 4.42, 1.65
312.370833,-46.226944,   Zet Ind,198048, 4.89, 1.52
311.951250, +6.008333, 13    Del,198069, 5.58,-0.02
311.949167, +3.306667,          ,198070, 6.40,-0.02
311.337917,+57.579722,          ,198084, 4.51, 0.54
311.795000,+34.374167,          ,198134, 4.92, 1.32
311.322500,+61.838889,  3Eta Cep,198149, 3.43, 0.92
311.660417,+46.531667,          ,198151, 6.30, 0.03
312.909583,-62.429167,          ,198160, 6.28, 0.15
312.911667,-62.429167,          ,198161, 6.59, 0.17
312.323333,-25.781389,          ,198174, 5.86,-0.07
311.588333,+52.995278,          ,198181, 6.33, 1.12
311.852083,+36.490833, 54Lam Cyg,198183, 4.53,-0.11
312.335417,-18.035833,          ,198208, 6.21, 1.42
312.492083,-33.779722,   Alp Mic,198232, 4.90, 1.00
311.836667,+45.579722,          ,198237, 6.40, 1.61
311.137917,+69.751944,          ,198236, 6.41,
312.875417,-51.608333,   Iot Ind,198308, 5.05, 1.13
311.955417,+47.831944,          ,198345, 5.57, 1.46
312.696250,-32.054444,          ,198356, 6.36, 1.54
312.752917,-37.913333,          ,198357, 5.52, 1.38
311.970000,+52.407222,          ,198387, 6.27, 0.89
312.407500,+12.545278, 15    Del,198390, 5.98, 0.43
312.451250, +7.864167, 14    Del,198391, 6.33, 0.02
312.496250, +5.544722,          ,198404, 6.21, 0.98
312.674167,-12.545000,          ,198431, 5.88, 1.07
312.234583,+46.114167, 55    Cyg,198478, 4.84, 0.41
312.177917,+51.910556,          ,198513, 6.29,-0.07
312.995000,-33.177222,   Bet Mic,198529, 6.04, 0.03
312.955417,-26.919167, 18Ome Cap,198542, 4.11, 1.64
312.654167,+18.051389,          ,198552, 6.52, 0.04
312.857083, -5.626389,  4    Aqr,198571, 5.99, 0.46
312.477917,+46.661111,          ,198625, 6.33,-0.07
312.520417,+44.059444, 56    Cyg,198639, 5.04, 0.20
313.036250, -5.506944,  5    Aqr,198667, 5.55,-0.08
313.702500,-58.454167,   Bet Ind,198700, 3.65, 1.25
313.417500,-39.810000,          ,198716, 5.35, 1.32
312.867500,+28.250556,          ,198726, 5.77, 0.72
313.255000,-23.783056,          ,198732, 6.33, 0.88
313.163333, -8.983333,  6Mu  Aqr,198743, 4.73, 0.32
313.354167,-30.718611,          ,198751, 6.35, 1.09
313.645833,-50.727778,          ,198766, 6.24,-0.12
312.322500,+64.042222,          ,198781, 6.45, 0.07
313.273333,-11.573611,          ,198802, 6.38, 0.67
313.032083,+27.096944, 31    Vul,198809, 4.59, 0.83
313.001250,+32.849167,          ,198820, 6.44,-0.15
313.528333,-27.925556,          ,198853, 6.41, 1.60
313.493333, -6.889722,          ,198949, 6.44, 0.37
313.280833,+29.649444,          ,198976, 6.34, 1.09
313.699583,-17.923056, 19    Cap,199012, 5.78, 1.12
313.311667,+44.387222, 57    Cyg,199081, 4.78,-0.14
310.646667,+82.531111, 76    Dra,199095, 5.75, 0.00
313.327500,+45.181944,          ,199098, 5.45, 1.10
313.360000,+42.410278,          ,199099, 6.66,-0.04
313.474583,+33.437778,          ,199101, 5.47, 1.52
313.783750, -1.373333,          ,199124, 6.55, 0.29
313.593333,+28.521944,          ,199140, 6.56,-0.13
313.640000,+28.057500, 32    Vul,199169, 5.01, 1.48
313.592917,+40.703056,          ,199218, 6.70,-0.07
313.919583, +4.532778,          ,199223, 6.05, 0.82
313.902917,+13.721389, 17    Del,199253, 5.17, 1.12
313.910833,+12.568611, 16    Del,199254, 5.58, 0.12
314.197083,-26.296389,          ,199260, 5.70, 0.50
314.076250, -3.561389,          ,199280, 6.57,-0.10
314.225000, -9.697500,  7    Aqr,199345, 5.51, 1.47
311.889167,+80.552222,          ,199437, 5.39, 1.12
314.294167, +0.463611,          ,199442, 6.05, 1.22
314.419167,-16.031667,          ,199443, 5.87, 0.18
315.367083,-68.209722,          ,199475, 6.37, 0.10
313.957500,+47.417778,          ,199478, 5.67, 0.47
316.179167,-77.023889,   Alp Oct,199532, 5.15, 0.49
314.053750,+51.075000,          ,199578, 6.63,-0.10
314.144583,+44.925000,          ,199579, 5.96, 0.05
314.674583,-14.482778,          ,199603, 6.01, 0.23
314.106250,+50.728611,          ,199611, 5.81, 0.30
314.107917,+49.195833,          ,199612, 5.90, 1.04
315.089583,-51.265278,          ,199623, 5.76, 0.47
314.293333,+41.167222, 58Nu  Cyg,199629, 3.94, 0.02
314.070833,+56.887500,          ,199661, 6.23,-0.18
314.607917,+10.839167, 18    Del,199665, 5.48, 0.93
314.998750,-36.129722,          ,199684, 6.11, 0.39
314.568333,+22.325833, 33    Vul,199697, 5.31, 1.40
314.900417,-19.035278, 20    Cap,199728, 6.25,-0.13
314.768333, +4.293611,  1Eps Equ,199766, 5.23, 0.46
314.581250,+44.471667,          ,199870, 5.55, 0.97
314.628333,+41.940278,          ,199892, 6.16,-0.08
314.961667,+16.824167,          ,199941, 6.66, 0.38
315.016250, +7.516389,          ,199942, 5.99, 0.26
315.322917,-32.257778,   Gam Mic,199951, 4.67, 0.89
314.625417,+50.462222,          ,199955, 5.61,-0.15
315.140833, -4.730278, 11    Aqr,199960, 6.21, 0.63
315.552500,-43.001944,          ,200011, 6.64, 0.68
313.684583,+75.925556,          ,200039, 6.05, 0.93
315.115417,+19.329444,          ,200044, 5.65, 1.61
315.438750,-26.881111,          ,200052, 6.05, 0.06
315.613333,-38.530556,          ,200073, 5.94, 1.11
314.956667,+47.521111, 59    Cyg,200120, 4.74,-0.05
315.741667,-38.631667,   Zet Mic,200163, 5.30, 0.41
314.855833,+59.438611,          ,200205, 5.51, 1.40
315.792500,-27.731944,          ,200245, 6.25, 0.95
315.303750,+36.026111,          ,200253, 5.97, 0.98
317.199583,-76.212500,          ,200266, 6.58, 1.23
315.295417,+46.155833, 60    Cyg,200310, 5.37,-0.21
315.748333, -0.924722,          ,200340, 6.50,-0.10
316.309167,-54.727222,   Mu  Ind,200365, 5.16, 1.21
315.762500, +1.531944,          ,200375, 6.25, 0.48
315.757500,+14.730000,          ,200430, 6.31, 1.67
316.019583, -5.823056, 12    Aqr,200497, 5.89, 0.68
316.101250,-19.855000, 22Eta Cap,200499, 4.84, 0.17
317.342917,-73.173056,          ,200525, 5.68, 0.59
315.600417,+44.791111,          ,200527, 6.19, 1.69
315.770000,+38.657500,          ,200577, 6.07, 1.01
315.702083,+45.848889,          ,200595, 6.48,-0.15
315.537917,+56.669722,          ,200614, 5.83,-0.07
316.144583, +5.502778,  3    Equ,200644, 5.61, 1.65
316.173750, +2.941944,          ,200661, 6.42, 1.05
316.189167, +2.269722,          ,200663, 6.33, 0.97
316.606250,-41.386111,   Eta Mic,200702, 5.53, 1.35
316.505000,-30.125000,   Del Mic,200718, 5.68, 1.03
315.967083,+41.628056,          ,200723, 6.33, 0.38
315.858333,+50.351944,          ,200740, 6.37, 0.98
317.137083,-63.928889,          ,200751, 5.76, 1.18
315.930417,+46.861944,          ,200753, 6.32, 0.25
316.486667,-17.232778, 23The Cap,200761, 4.07,-0.01
316.602917,-32.341667,          ,200763, 5.18, 1.10
316.361250, +5.958333,  4    Equ,200790, 5.94, 0.54
315.948333,+53.286111,          ,200817, 5.90, 0.99
316.232917,+43.927778, 62Xi  Cyg,200905, 3.72, 1.65
316.782083,-25.005833, 24    Cap,200914, 4.50, 1.61
317.836250,-72.544167,          ,200924, 6.20, 1.08
316.597917,+26.924444,          ,201051, 6.12, 1.05
316.935833,-17.455278,          ,201057, 6.17, 0.02
316.626250,+31.184722,          ,201078, 5.82, 0.56
316.727500,+38.745833, 61    Cyg,201091, 5.21, 1.18
316.730417,+38.743333, 61    Cyg,201092, 6.03, 1.37
317.140000,-21.193611, 25Chi Cap,201184, 5.30, 0.01
316.890000,+15.658611,          ,201196, 6.34, 1.01
316.650417,+47.648333, 63    Cyg,201251, 4.55, 1.57
317.117500, +6.989444,          ,201298, 6.15, 1.66
317.387500,-20.556389, 27    Cap,201352, 6.25, 0.38
318.335417,-70.126389,   Omi Pav,201371, 5.02, 1.58
317.398750,-11.371667, 13Nu  Aqr,201381, 4.51, 0.94
317.162083,+30.205833,          ,201433, 5.59,-0.10
317.492917, +2.943333,          ,201507, 6.45, 0.37
317.695417, -9.353889,          ,201567, 6.27, 1.16
317.585417,+10.131667,  5Gam Equ,201601, 4.69, 0.26
317.630000,+10.048889,  6    Equ,201616, 6.07, 0.02
316.597083,+71.431944,          ,201636, 5.87, 0.40
318.056667,-40.269444,          ,201647, 5.83, 0.45
317.633333,+22.454722,          ,201671, 6.68, 0.03
317.922083,-14.472222,          ,201707, 6.48, 0.28
317.494167,+45.502500,          ,201733, 6.63,-0.16
318.262917,-39.425278,          ,201772, 5.26, 0.44
317.766250,+36.299167,          ,201819, 6.54,-0.14
317.565000,+53.563333,          ,201834, 5.73,-0.12
317.629167,+47.691944,          ,201836, 6.46,-0.01
318.328750,-36.423889,          ,201852, 5.96, 0.98
317.370417,+63.295556,          ,201888, 6.54,-0.13
318.322083,-27.619444,          ,201901, 5.42, 1.42
319.567083,-75.346667,          ,201906, 6.63, 0.03
316.372083,+78.126389,          ,201908, 5.91,-0.07
318.941250,-53.263056,          ,202103, 5.75, 0.19
318.234167,+30.226944, 64Zet Cyg,202109, 3.20, 0.99
318.370000,+15.982500,          ,202128, 6.27, 0.24
318.811250,-40.506389,          ,202135, 6.21, 1.14
318.569583,-10.605278,          ,202149, 6.77,-0.08
317.950833,+59.986389,          ,202214, 5.64, 0.11
318.359583,+36.633611,          ,202240, 6.05, 0.21
318.654167, +0.092222,          ,202259, 6.38, 1.61
318.777500,-17.345000,          ,202261, 6.04, 0.96
318.620417,+10.006944,  7Del Equ,202275, 4.49, 0.50
318.945000,-36.210833,          ,202287, 6.12, 1.37
319.501250,-64.681667,          ,202299, 6.31,-0.07
318.542917,+29.901111,          ,202314, 6.17, 1.09
318.907917,-20.651667, 28Phi Cap,202320, 5.24, 1.17
318.937083,-15.171389, 29    Cap,202369, 5.28, 1.64
323.017500,-84.810000,          ,202418, 6.45, 1.40
318.697917,+38.045556, 65Tau Cyg,202444, 3.72, 0.39
318.955833, +5.247778,  8Alp Equ,202447, 3.92, 0.53
319.165000, -1.607778,          ,202554, 6.48, 0.98
318.427500,+64.403889,          ,202582, 6.39, 0.60
319.306250,-13.278889,          ,202606, 6.40, 0.04
319.484583,-32.172500,   Eps Mic,202627, 4.71, 0.06
318.903333,+47.973611,          ,202654, 6.46,-0.15
319.488750,-17.985278, 30    Cap,202671, 5.43,-0.12
319.123333,+42.251389,          ,202720, 6.43,
319.966667,-53.449722,   The Ind,202730, 4.39, 0.19
319.546250, -4.519444, 15    Aqr,202753, 5.82,-0.13
319.726667,-28.765556,          ,202773, 6.40, 0.97
319.354167,+39.394722, 67Sig Cyg,202850, 4.23, 0.12
319.346667,+42.683333,          ,202862, 6.19,-0.11
320.039583,-45.022222,          ,202874, 6.00, 2.33
319.479583,+34.896944, 66Ups Cyg,202904, 4.43,-0.11
319.258333,+53.997500,          ,202923, 6.13, 0.05
319.940833,-26.353056,          ,202940, 6.56, 0.73
319.716667,+11.203333,          ,202951, 5.96, 1.65
319.309583,+55.798056,          ,202987, 5.98, 1.45
320.190000,-40.809722,   The1Mic,203006, 4.82, 0.02
320.318333,-49.937778,          ,203010, 6.38, 1.32
319.328333,+58.611667,          ,203025, 6.42, 0.20
319.613333,+43.945833, 68    Cyg,203064, 5.00,-0.01
319.730417,+41.040833,          ,203096, 6.15, 0.30
321.069583,-69.734167,          ,203133, 6.41, 2.82
319.842500,+38.237500,          ,203156, 5.83, 0.50
320.058333,+22.026389,          ,203206, 6.29,-0.08
321.325417,-71.799444,          ,203212, 6.09, 1.26
320.267917, -4.560000, 16    Aqr,203222, 5.87, 0.92
319.870000,+49.510278,          ,203245, 5.76,-0.15
319.645000,+62.585556,  5Alp Cep,203280, 2.44, 0.22
320.270000, +7.354444,  9    Equ,203291, 5.82, 1.66
319.815833,+58.623611,          ,203338, 5.66, 1.38
320.268333,+23.855833,          ,203344, 5.57, 1.05
320.208750,+32.452778,          ,203358, 5.68, 1.08
320.561667,-16.834444, 32Iot Cap,203387, 4.28, 0.90
318.925833,+77.012222,          ,203399, 5.95, 1.50
320.341667,+32.612778,          ,203439, 6.04, 0.03
320.255833,+40.345556,          ,203454, 6.40, 0.53
319.842500,+64.871944,  6    Cep,203467, 5.18,-0.04
320.752083,-22.668889,          ,203475, 5.60, 1.63
320.521667,+19.804444,  1    Peg,203504, 4.08, 1.11
318.339583,+81.230833,          ,203501, 6.15, 0.09
320.734583, -9.319444, 17    Aqr,203525, 5.99, 1.54
323.476667,-82.683056,          ,203532, 6.38, 0.13
321.086667,-46.615000,          ,203548, 6.31, 0.20
320.723333, +6.811111, 10Bet Equ,203562, 5.16, 0.05
320.139583,+60.756944,          ,203574, 6.11, 1.00
321.103333,-41.006667,   The2Mic,203585, 5.77,-0.05
321.610833,-65.366111,   Gam Pav,203608, 4.22, 0.49
320.674583,+30.309722,          ,203630, 6.05, 1.08
321.040000,-20.851944, 33    Cap,203638, 5.41, 1.16
321.032917,-22.746944,          ,203639, 6.38, 1.02
320.501667,+49.388889,          ,203644, 5.69, 1.10
320.695417,+38.634167,          ,203696, 6.63, 0.01
321.047917,-12.878056, 18    Aqr,203705, 5.49, 0.29
321.564167,-54.660556,   Gam Ind,203760, 6.12, 0.34
320.845833,+37.406667,          ,203784, 6.58,
320.995000,+24.274167,          ,203803, 5.71, 0.32
321.102500,+10.174167,          ,203842, 6.35, 0.47
321.215417, -3.398333, 20    Aqr,203843, 6.36, 0.33
320.951250,+37.351389,          ,203857, 6.47,
321.030833,+25.312222,          ,203858, 6.15,
321.304583, -9.748611, 19    Aqr,203875, 5.70, 0.20
322.187083,-69.505278,          ,203881, 5.34, 1.55
321.096250,+24.528889,          ,203886, 6.32, 1.04
321.141667,+26.174444,          ,203925, 5.68, 0.31
321.320833, -3.556667, 21    Aqr,203926, 5.49, 1.46
321.595417,-37.829444,          ,203949, 5.63, 1.19
323.335833,-80.039167,          ,203955, 6.47, 0.04
321.756667,-42.547778,          ,204018, 5.51, 0.39
321.464583, +0.534444,          ,204041, 6.46, 0.16
321.666667,-22.411389, 34Zet Cap,204075, 3.74, 1.00
321.617083, +1.103333,          ,204121, 6.13, 0.44
321.231250,+49.323333,          ,204131, 6.58,-0.03
321.811667,-21.196111, 35    Cap,204139, 5.78, 1.44
321.331667,+46.714444,          ,204153, 5.60, 0.32
321.445833,+36.667500, 69    Cyg,204172, 5.94,-0.08
321.611250,+19.375556,          ,204188, 6.07, 0.22
322.251250,-53.705833,          ,204228, 6.39, 1.14
322.057917,-11.568333,          ,204363, 6.61, 0.49
322.180833,-21.807222, 36    Cap,204381, 4.51, 0.91
322.265833,-31.238611,  5    PsA,204394, 6.50, 0.03
321.839167,+37.116667, 70    Cyg,204403, 5.31,-0.14
321.715000,+48.835000,          ,204411, 5.31, 0.07
321.917083,+27.608611, 35    Vul,204414, 5.41, 0.04
321.687500,+52.898611,          ,204428, 6.03,-0.12
322.103333, +8.195556,          ,204445, 6.40, 1.64
322.034583,+32.225278,          ,204485, 5.80, 0.32
322.249583,+17.905833,          ,204560, 6.44, 1.39
322.498333,-19.147778,          ,204577, 6.57, 0.41
322.249583,+22.179444,          ,204585, 5.93, 1.53
321.855417,+59.750000,          ,204599, 6.10, 1.75
322.487083,+23.638889,  2    Peg,204724, 4.57, 1.62
322.219583,+55.418611,          ,204754, 6.12, 0.14
321.942083,+66.809167,  7    Cep,204770, 5.44,-0.11
322.362500,+46.540556, 71    Cyg,204771, 5.24, 0.97
323.024583,-41.179167,   Xi  Gru,204783, 5.29, 1.10
323.060833,-33.944722,  6    PsA,204854, 5.97, 0.05
322.790000,+12.137500,          ,204862, 6.08,-0.05
322.889583, -5.571111, 22Bet Aqr,204867, 2.91, 0.83
323.323750,-52.737500,          ,204873, 6.41, 1.48
324.734167,-79.442500,          ,204904, 6.18, 0.46
323.138750,-24.590556,          ,204943, 6.43, 0.20
323.347917,-44.848611,          ,204960, 5.57, 1.04
322.585000,+52.958056,          ,204965, 6.02, 0.08
322.165000,+70.560833,  8Bet Cep,205021, 3.23,-0.22
321.207083,+80.524722,          ,205072, 5.97, 0.92
323.112917,+23.394444,          ,205087, 6.70,-0.09
323.570833,-42.925000,          ,205096, 6.32, 1.09
322.864583,+52.620000,          ,205114, 6.16, 0.90
322.747083,+60.459444,          ,205139, 5.53, 0.12
323.720833,-29.696111,          ,205265, 6.41,-0.11
323.712500,-20.084444, 37    Cap,205289, 5.69, 0.40
323.235833,+49.977778,          ,205314, 5.75,-0.03
323.816250,-23.454167,          ,205342, 6.40, 1.10
323.324583,+45.854167,          ,205349, 6.25, 1.81
324.512083,-64.824167,          ,205417, 6.20, 0.03
323.641667,+22.754722,          ,205420, 6.47, 0.51
323.823333, -3.983056,          ,205423, 5.77, 1.11
323.495417,+45.591944, 73Rho Cyg,205435, 4.02, 0.89
324.045833,-26.171389,  8    PsA,205471, 5.73, 0.22
325.368750,-77.390000,   Nu  Oct,205478, 3.76, 1.00
323.694167,+38.534167, 72    Cyg,205512, 4.90, 1.08
324.203750,-33.048056,  7    PsA,205529, 6.11, 0.22
323.829167,+28.197222,          ,205539, 6.31, 0.35
323.862500,+24.452222,          ,205541, 6.11,
323.614583,+51.698333,          ,205551, 6.15, 0.02
324.270000,-19.466111, 39Eps Cap,205637, 4.68,-0.17
324.057917,+30.055556,          ,205688, 6.36,
324.010000,+45.374722,          ,205730, 5.53, 1.58
324.390833, -0.390278,          ,205765, 6.25, 0.06
324.437917, -7.854167, 23Xi  Aqr,205767, 4.69, 0.17
324.432083, +6.618333,  3    Peg,205811, 6.18, 0.02
324.237500,+40.413611, 74    Cyg,205835, 5.01, 0.18
324.439167,+19.318611,  5    Peg,205852, 5.45, 0.30
324.775417,-33.679167,          ,205872, 6.28, 0.92
324.998750,-52.359167,          ,205877, 6.21, 0.60
324.632917, +5.771667,  4    Peg,205924, 5.67, 0.25
325.140000,-55.737500,          ,205935, 6.33, 1.06
324.366250,+44.696667,          ,205939, 6.20, 0.19
324.867083,-10.576944,          ,206005, 6.08, 1.03
324.687500,+25.498889,          ,206027, 6.16, 1.02
324.411250,+54.042222,          ,206040, 6.15, 0.99
324.754583,+20.265278,          ,206043, 5.85, 0.32
324.888750, +2.243611, 25    Aqr,206067, 5.10, 1.04
325.022917,-16.662222, 40Gam Cap,206088, 3.68, 0.32
324.480000,+62.081944,  9    Cep,206165, 4.73, 0.30
327.726250,-82.719167,   Lam Oct,206240, 5.29, 0.75
324.740000,+57.489167,          ,206267, 5.62, 0.21
325.442083,-25.101944,          ,206291, 6.49, 1.19
325.387083,-14.047500, 42    Cap,206301, 5.18, 0.65
325.046250,+43.273889, 75    Cyg,206330, 5.11, 1.60
325.503333,-23.262778, 41    Cap,206356, 5.24, 0.95
326.370000,-71.008889,          ,206399, 6.01,-0.10
325.542083, +1.285278, 26    Aqr,206445, 5.67, 1.44
325.664583,-18.866389, 43Kap Cap,206453, 4.73, 0.88
325.564583, +5.680000,  7    Peg,206487, 5.30, 1.64
325.180417,+54.872222,          ,206509, 6.20, 1.16
325.392917,+40.805278, 76    Cyg,206538, 6.11, 0.07
325.637500,+10.824722,          ,206540, 6.09,-0.11
325.806250,-19.620833,          ,206546, 6.22, 0.27
341.369167,-88.818333,          ,206553, 6.57, 0.28
325.768333,-14.399722, 44    Cap,206561, 5.88, 0.25
325.504583,+35.510278,          ,206570, 6.07, 2.52
325.535000,+45.765833,          ,206632, 6.17, 1.55
326.122917,-38.552500,          ,206642, 6.30, 1.12
325.595417,+41.077222, 77    Cyg,206644, 5.69, 0.01
325.523750,+51.189722, 80Pi 1Cyg,206672, 4.67,-0.12
326.004167,-14.749444, 45    Cap,206677, 5.99, 0.21
326.329167,-49.498611,          ,206690, 6.45, 1.15
325.662083,+49.600278,          ,206731, 6.09, 1.00
326.236667,-33.025833,  9Iot PsA,206742, 4.34,-0.05
325.776667,+41.155000,          ,206749, 5.49, 1.59
325.857083,+38.283889, 79    Cyg,206774, 5.65, 0.00
326.046667, +9.875000,  8Eps Peg,206778, 2.39, 1.53
326.035833,+28.742778, 78Mu 1Cyg,206826, 4.73, 0.48
326.034583,+28.743056, 78Mu 2Cyg,206827, 6.08, 0.36
326.251250, -9.082500, 46    Cap,206834, 5.09, 1.11
325.689167,+59.271111,          ,206842, 6.08, 1.34
326.127917,+17.350000,  9    Peg,206859, 4.34, 1.17
326.130417,+14.771944,          ,206860, 5.94, 0.59
326.161250,+25.645000, 10Kap Peg,206901, 4.13, 0.43
325.876667,+58.780000,   Mu  Cep,206936, 4.08, 2.35
325.480417,+71.311389, 11    Cep,206952, 4.56, 1.10
326.567917, -9.275833, 47    Cap,207005, 6.00, 1.66
326.633750,-11.365833, 48Lam Cap,207052, 5.58,-0.01
326.435417,+35.857222,          ,207088, 6.40, 1.00
326.518333,+22.948889, 12    Peg,207089, 5.29, 1.41
326.760000,-16.127222, 49Del Cap,207098, 2.87, 0.29
